"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"SatuSehatClaimResponse","ClaimResponse.addItem.serviced[x]","ClaimResponse.addItem.serviced[x]","","","",0,1,"","","","date {[]} {[]}
Period {[]} {[]}","Date or dates of service or product delivery","Berisi data tanggal atau tanggal ketika layanan atau produk dipasok, dilaksanakan, atau diselesaikan.","","Needed to determine whether the  service or product was provided during the term of the insurance coverage.","","","","","","","",,,,,"",,,,"ClaimResponse.addItem.serviced[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatClaimResponse","ClaimResponse.addItem.location[x]","ClaimResponse.addItem.location[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
Address {[]} {[]}Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Location|4.0.1]]}","Place of service or where product was supplied","Berisi data lokasi produk atau layanan disediakan.","","The location can alter whether the item was acceptable for insurance purposes or impact the determination of the benefit amount.","","","","","","","",,"example","Place of service: pharmacy, school, prison, etc.","http://hl7.org/fhir/ValueSet/service-place|4.0.1","",,,,"ClaimResponse.addItem.location[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatClaimResponse","ClaimResponse.addItem.quantity","ClaimResponse.addItem.quantity","","","",0,1,"","","","Quantity {[CanonicalType[http://hl7.org/fhir/StructureDefinition/SimpleQuantity|4.0.1]]} {[]}
","Count of products or services","Berisi data jumlah pengulangan layanan atau produk dengan tipe data SimpleQuantity.","","Required when the product or service code does not convey the quantity provided.","","","","","","","",,,,,"",,,,"ClaimResponse.addItem.quantity",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatClaimResponse","ClaimResponse.addItem.unitPrice","ClaimResponse.addItem.unitPrice","","","",0,1,"","","","Money {[]} {[]}
","Fee, charge or cost per item","Berisi data jika item tersebut bukan grup maka ini adalah biaya untuk produk atau layanan, jika tidak, ini adalah total biaya untuk perincian grup dengan tipe data Money.","","The amount charged to the patient by the provider for a single unit.","","","","","","","",,,,,"",,,,"ClaimResponse.addItem.unitPrice",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatClaimResponse","ClaimResponse.addItem.factor","ClaimResponse.addItem.factor","","","",0,1,"","","","decimal {[]} {[]}
","Price scaling factor","Berisi data bilangan real yang mewakili pengali yang digunakan dalam menentukan nilai keseluruhan dari layanan yang diberikan dan/atau barang yang diterima. Konsep Faktor memungkinkan pengganda diskon atau biaya tambahan untuk diterapkan pada jumlah uang dengan tipe data decimal.","To show a 10% senior's discount, the value entered is: 0.90 (1.00 - 0.10).","When discounts are provided to a patient (example: Senior's discount) then this must be documented for adjudication.","","","","","","","",,,,,"",,,,"ClaimResponse.addItem.factor",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatClaimResponse","ClaimResponse.addItem.net","ClaimResponse.addItem.net","","","",0,1,"","","","Money {[]} {[]}
","Total item cost","Berisi data kuantitas dikalikan harga satuan untuk layanan atau produk atau biaya tambahan dengan tipe data Money.","For example, the formula: quantity * unitPrice * factor  = net. Quantity and factor are assumed to be 1 if not supplied.","Provides the total amount claimed  for the group (if a grouper) or the line item.","","","","","","","",,,,,"",,,,"ClaimResponse.addItem.net",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatClaimResponse","ClaimResponse.addItem.bodySite","ClaimResponse.addItem.bodySite","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Anatomical location","Berisi data lokasi pelayanan fisik pada pasien (tungkai, gigi, dan lainnya) dengan tipe data CodeableConcept.","For example: Providing a tooth code allows an insurer to identify a provider performing a filling on a tooth that was previously removed.","Allows insurer to validate specific procedures.","","","","","","","",,"example","The code for the teeth, quadrant, sextant and arch.","http://hl7.org/fhir/ValueSet/tooth|4.0.1","",,,,"ClaimResponse.addItem.bodySite",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatClaimResponse","ClaimResponse.addItem.bodySite.id","ClaimResponse.addItem.bodySite.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"SatuSehatClaimResponse","ClaimResponse.addItem.bodySite.extension","ClaimResponse.addItem.bodySite.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"SatuSehatClaimResponse","ClaimResponse.addItem.bodySite.coding","ClaimResponse.addItem.bodySite.coding","","","",0,*,"","","Y","Coding {[]} {[]}
","Code defined by a terminology system","Berisi data lokasi pelayanan fisik pada pasien (tungkai, gigi, dan lainnya) dengan tipe data Coding yang nilainya dapat mengacu pada contoh data terminologi Oral Site Codes.","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.","Allows for alternative encodings within a code system, and translations to other code systems.","","","","","","","",,,,,"",,,,"CodeableConcept.coding",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"SatuSehatClaimResponse","ClaimResponse.addItem.bodySite.text","ClaimResponse.addItem.bodySite.text","","","",0,1,"","","Y","string {[]} {[]}
","Plain text representation of the concept","A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.","Very often the text is the same as a displayName of one of the codings.","The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.","","","","","","","",,,,,"",,,,"CodeableConcept.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
